ts,cpu_usage,memory_usage,job_id
2026-03-15 05:58:40.116705 UTC,35.946255166309989,10717.126764243516,123867
2026-03-15 05:58:40.116705 UTC,74.6071294163229,2277.3861488055932,984105
2026-03-15 05:58:40.116705 UTC,8.1255911391036246,15196.721360580643,779842
2026-03-15 05:58:40.116705 UTC,60.972023034038017,6970.9032098123134,738864
2026-03-15 05:58:40.116705 UTC,42.645809517737462,3247.14585240287,37259
2026-03-15 05:58:40.116705 UTC,12.843451244705866,6574.9682010415727,435403
2026-03-15 05:58:40.116705 UTC,27.589665615599507,10190.747762687755,798995
2026-03-15 05:58:40.116705 UTC,33.117018676370158,7886.4535325652769,900388
2026-03-15 05:58:40.116705 UTC,6.4593399263765976,11764.379394580392,938564
2026-03-15 05:58:40.116705 UTC,91.29529372211455,2757.4085149527673,647991
2026-03-15 05:58:40.116705 UTC,5.0323636617374525,4811.0458536329425,403686
2026-03-15 05:58:40.116705 UTC,83.698929476306063,12237.609453842078,782727
2026-03-15 05:58:40.116705 UTC,51.043598993549089,10468.548244947911,604039
2026-03-15 05:58:40.116705 UTC,83.4812152514967,9022.1524888638032,162487
2026-03-15 05:58:40.116705 UTC,39.029691210704613,14542.5724928942,420086
2026-03-15 05:58:40.116705 UTC,42.79308818356153,13155.700578146972,885380
2026-03-15 05:58:40.116705 UTC,39.781465417364167,1032.7469883150507,294512
2026-03-15 05:58:40.116705 UTC,23.188593286096896,425.50597299556676,521818
2026-03-15 05:58:40.116705 UTC,69.100631252430418,1872.8364983699989,333623
2026-03-15 05:58:40.116705 UTC,27.669008697609403,569.40675247978038,324788
2026-03-15 05:58:40.116705 UTC,17.770554666150193,6448.7822905386538,555679
2026-03-15 05:58:40.116705 UTC,39.063725087550324,13281.517299814406,415802
2026-03-15 05:58:40.116705 UTC,62.99961413794972,5599.8012581660414,408544
2026-03-15 05:58:40.116705 UTC,39.924496865306253,6955.9339476628647,839514
2026-03-15 05:58:40.116705 UTC,8.2462231744858734,8566.9875430283446,28192
2026-03-15 05:58:40.116705 UTC,96.839763079934912,8401.3443056407687,756256
2026-03-15 05:58:40.116705 UTC,3.8138485134032485,2514.35824303003,638292
2026-03-15 05:58:40.116705 UTC,7.8183963224164863,12577.674191978307,355090
2026-03-15 05:58:40.116705 UTC,40.41272461771738,11743.236368868262,833580
2026-03-15 05:58:40.116705 UTC,39.426534149154826,14372.84213254717,150130
2026-03-15 05:58:40.116705 UTC,34.327637601328483,3960.3667625254934,425026
2026-03-15 05:58:40.116705 UTC,91.165193121608738,9868.1852706062527,496842
2026-03-15 05:58:40.116705 UTC,82.829288595887164,15151.726533361232,909872
2026-03-15 05:58:40.116705 UTC,48.315887341120593,13350.497188178035,143991
2026-03-15 05:58:40.116705 UTC,36.208500146361587,7487.0548042400987,23448
2026-03-15 05:58:40.116705 UTC,85.690517831923643,8194.8907863360837,383699
2026-03-15 05:58:40.116705 UTC,43.60719947529973,4187.46011255114,729364
2026-03-15 05:58:40.116705 UTC,75.188446259275111,4898.8041370015317,121199
2026-03-15 05:58:40.116705 UTC,8.2209136338429953,1707.095093687409,488973
2026-03-15 05:58:40.116705 UTC,67.313807099615943,15605.193810913896,86214
2026-03-15 05:58:40.116705 UTC,2.713132052954407,5853.9616988458329,388607
2026-03-15 05:58:40.116705 UTC,15.823683994525844,7226.1221453924709,277701
2026-03-15 05:58:40.116705 UTC,82.441947285346856,12310.652788961575,679732
2026-03-15 05:58:40.116705 UTC,85.582892188718375,4547.0787085275315,203489
2026-03-15 05:58:40.116705 UTC,82.680251243608822,13942.988277889293,413841
2026-03-15 05:58:40.116705 UTC,39.09000994869772,11000.368901797438,631189
2026-03-15 05:58:40.116705 UTC,14.462128160494286,730.73840487797008,656007
2026-03-15 05:58:40.116705 UTC,94.552357007766048,5457.9198319385041,715002
2026-03-15 05:58:40.116705 UTC,8.024573451118286,10099.464414576827,792998
2026-03-15 05:58:40.116705 UTC,79.673501335403728,7299.8409452535143,351756
2026-03-15 05:58:40.116705 UTC,13.934235282708432,7660.4967939989237,678780
2026-03-15 05:58:40.116705 UTC,64.942910118603649,10506.734025042828,472215
2026-03-15 05:58:40.116705 UTC,93.797837341053707,12142.989535009501,549270
2026-03-15 05:58:40.116705 UTC,9.6921521507441,9623.238724913761,725009
2026-03-15 05:58:40.116705 UTC,57.6800174829987,3417.8200056351707,707676
2026-03-15 05:58:40.116705 UTC,98.183524597400591,7489.347868940501,852276
2026-03-15 05:58:40.116705 UTC,79.3674308622393,14445.139202303773,223026
2026-03-15 05:58:40.116705 UTC,98.9880575426917,5021.8988124440639,281284
2026-03-15 05:58:40.116705 UTC,62.067268505393081,919.08928388677543,669985
2026-03-15 05:58:40.116705 UTC,63.997413799893863,5734.530104249814,544533
2026-03-15 05:58:40.116705 UTC,76.848078766842619,6595.8497724974786,809333
